review_body,review_date,rating
"I had a nice room on the 17th floor in the corner, and I had a view of the city and a peek of the ocean with boats/ships. I'm from S.F. originally and enjoyed visiting there seeing family, friends, a play, and shopping is an easy walk everywhere. Getting a ride is a cinch and was a happy camper!",30-Jul-17,4
This is a centrally located Hyatt and the breakfasts were amazing! Would definitely stay here again when we return to San Fran. We enjoyed the easy walk to local sites. The staff were very kind and welcoming. We liked the email notification that our room was ready!,29-Jul-17,5
"This hotel is well located adjunct to Union Square and surrounded by a lot of shops and restaurants. The rooms are clean and the bedding is excellent. The interconnecting doors are not sound proof so it is highly likely you will be woken if you are a light sleeper by the customers in adjunct rooms or the street traffic even if on a high floor room. The staff unfortunately, especially at checkin need training or perhaps retraining so that they are reminded that customers matter and in particular Hyatt members. The hotel lobby is small although there are seats to sit on one side of the hotel lobby. Staff seem to stand around and I saw little evidence of staff assisting customers apart from the doorman. Some of the hotel signage needs updating - we couldn't understand why we couldn't take the lift to the top level where we believed there was a restaurant. Apparently this has not been onsite for a long time but the signage remains. Customers couldn't find the restaurant on the mezzanine floor as once again the signage was not clear.",29-Jul-17,3
"Stayed here four times over the last couple of years and compared to other places I have stayed its the only place I actually look forward to staying in again. Its the small things really - the front desk and customer service generally are very good. The rooms are spacious, modern and well-laid out. Breakfasts are good, the restaurant is decent and the bar is quiet in the day and buzzing at night and serves good drinks. And the best bit is that hotel is just so convenient for everything. I look forward to my next visit.",27-Jul-17,5
"Elegant sleeping room, strong breakfast buffet, comfortable bar with OK but not exciting food, close to most attractions in San Francisco. The views from the workout room and the top floor are stunning",27-Jul-17,5
"We recently stayed here to be centrally located in San Francisco. The accommodations were nice for a Grand Hyatt, however what made this stay out of this world was the staffing. The concierge staff of Joanne, David, Mary and company were of this world. They made sure we had the best info to make our family vacation exceptional and then some how were able to get us same night reservations at places that had significant waits. Worth the stay as a Hyatt but worth more because of the staff.",26-Jul-17,5
"Location and view of union square was awesome! Clean, nice room. Will stay at Hyatt Grand in SF again. We only ate at the hotel once and the food was good. Very convenient pick up for Uber or walking to just about anywhere in SF.",26-Jul-17,4
"I loved the online check-in option at the Grand Hyatt San Francisco. We received notification via email when our room was ready. This modern style hotel is located perfectly in the heart of San Francisco. We stayed in room 3411. The room was absolutely gorgeous. The high quality modern furniture made this room chic and comfortable, and the city skyline views were breathtaking. Housekeeping did an amazing job in keeping our room clean and comfortable. The staff at the Grand Club Lounge was very nice and breakfast was perfect, with plenty of delicious breakfast items to choose from.",25-Jul-17,5
"The hotel was nice but rooms are outdated. We had a good view of the town and some of the bay. Staff was friendly. We did not have any meals here. I probably would stay again but I would not be located next to the club bar, very noisy at all hours not worth the money it cost. Overpriced",25-Jul-17,3
We're active seniors in our 60's who are also SF Giants fans. Came into town to attend night game. Needed something convenient but not too expensive. To say that Hyatt SF met our expectations is an understatement. Hotel and staff were absolutely wonderful. Every single person across the spectrum of customer service made us feel welcome and special. This was our first experience here and we are trying to plan a return trip to catch a broadway show.,24-Jul-17,5
Very nice stay at Grand Hyatt SF. Good location in Union Square. Very nice and helpful staff including concierge. Try to upgrade or pay to use Lounge to save on having to go out for breakfast outside hotel. Also includes snacks light dinner and drinks in the afternoon and evening. ,23-Jul-17,5
"The Grand Hyatt was a dream. We stayed on a Saturday night after seeing a Giants game at AT&T park. The hotel is located close to public transportation, and the valet parking took care of our car allowing for an effortless arrival. The hotel itself is gorgeous with beautifully curated interiors and exceptional service. Every single one of the staff members was helpful and had a smile on their face, we felt very well taken care of. Our room was clean and we loved the modern finishes, and our view from the 24th floor was AMAZING. We were so enamored with the view out of our window that we decided to order room service and ate our dinner in the room looking out at the City below. Food was great and it was very convenient to have everything right there at your fingertips. This hotel is definitely in my top 3 favorite hotels of all time and I hope stay here again the next time I visit SF! ",23-Jul-17,5
There was no valet parking available on arrival; check-in was very slow - the person at the Globalist check-in line was on the phone; on-line check-in didn't work; neither did keyless room entry; I didn't receive housekeeping service the entire stay; it took over 30 mns to get my car back from valet parking; none of the bartenders knew how to mix classic cocktails; the food was low quality; the wifi was spotty and the drain in the bathtub was plugged. I stayed for 3 nights but only received credit in my World of Hyatt account for 2. This is simply a poor quality hotel on every level.,22-Jul-17,1
"Stayed here for 3 nights/4 days and was disappointed by the service and amenities. There was mold, dust, variable amenities, and chromcast doesn't work. See below for details.Day 1: Arrived and checked in just fine. Noticed there was no lotion so went out and bought some. Came back that night and noticed MOLD in our vents. We called the front desk expecting a new room but was told they could only clean the vent. So 10pm, maintenance comes in and spends 30mins cleaning and installing a new vent.Day 2: The room was not cleaned. We called downstairs to have supplies replenished. They were given a short list and did not deliver everything on the list. Day 3: Room was cleaned and lotion was left. So they just forgot to leave the lotion when we arrived... But they forgot to replenish the coffee. =/ I noticed a light dusting of dust on the nightstand. Thought it was just due to the turn down service. My friend and I began to cough more than usual when in the room and ONLY in the room. I noticed the dust was on every surface... If we have the newest cleanest vents, imagine how much worse it would be in any other room. Day 4: The windows were fogged up and would fog up minutes after we wiped it. Explains why they have mold in their vents.Really expected more from the Hyatt brand...They did not meet minimum standards for any hotel.",20-Jul-17,1
"Hyatt staff was attentive and caring. Room was clean, well appointed and in great condition. Great location for family fun as just steps from Union Square, cable cars, and great shopping. What else can I say, Hyatt does it right every time!",20-Jul-17,5
"I planned an event at the property and stayed during that week in the end of June. It was absolutely wonderful. The rooms are beautiful, spacious and very clean. The event space on the 36th floor is also incredibly special. You can actually go up there and look at the view when an event is not going on so I would highly recommend doing that.The staff are excellent! Nothing is too much trouble for them and they work very hard to make you happy. Several of my colleagues had drinks at the bar and had a great time. One of them also had breakfast in the restaurant and said it was great. I can personally recommend the room service as it was delicious and thankfully Grand Hyatt still serves room service on real plates, rather than to go boxes like some of the other hyatt brands.The hotel is within walking distance of anything you could possible need. You can walk to the ferry building in 30 minutes and union square is bustling with great restaurants and bars. Overall, I would highly recommend this property and we are looking to host this event again next year :).",20-Jul-17,5
"Fantastic location just off union square, close to all tour buses and multiple restaurants and shopping opportunities. Room was a great size with very comfortable bed. Great view from 20th floor, staff friendly, would definitely Return.",20-Jul-17,5
"The hotel was very very nice. Convenient to a lot of attractions that we were able to walk to. We parked our car and did not get it out until we left. We made use of the cable car system and taxis, much easier than taking our own vehicle.All personnel at the hotel were very knowledgeable and helpful.",19-Jul-17,5
"In general, they're great place to stay in terms of condition and location. One bad experience I had was they checked me out without my consent before the standard check-out time because when they tried to service my room, they saw that all of my stuff were no longer in the room and they assumed I had checked out. When I asked if this was even legal, they told me this was ""standard"" for hotels. For me, this was the 1st time I've heard of it.",17-Jul-17,4
"Room was ok but service wasnt. No one helped with my luggages upon arrival. No toiletries and water provided in the room, u have to call to request for it. Wifi wasnt working most of the time during my 2 nights stay. In-room dining was very expensive, there is even a delivery charge of USD5!!The only good thing is the location.The only good thing is the location.",17-Jul-17,3
"Clean, comfortable, spacious, stylish rooms and friendly staff. We liked the extra small hall and desk in the standard King room as it gave a good place to dress. Only negative was the sliding bathroom door that did not feel private.",16-Jul-17,5
"Stayed for 1 night only, although the hotel was nice and clean but still compared to money I have paid it did not exceed my expectation.stayed here for the brand name but I guess I have seen better for the star rating and price.overall experience was not so great; asked for cutlery in the room and after a couple of fake promises by a couple of different people (staff) the cutlery was finally delivered to my room almost an hour later since my first phone call. Took 2 phone calls and a visit to reception to get it. Apart from that room was nice, good view and a great location.",16-Jul-17,4
This is a great hotel just ask to be away from the Stockton St. side to avoid the overnight construction noise. Great front desk and restaurant staff. Gym has great view of SF skyline. Just get there early if you like your morning workouts.,16-Jul-17,4
"Stayed two nights at the Grand Hyatt on a recent business trip to San Francisco. Very good hotel in a simply awesome location in the city. Nice and comfortable rooms and bathroom. The Gym is on a high floor offering great views of the city. Staff is friendly and helpful. This is a large hotel with over 500 rooms, but has a really small restaurant for breakfast. This hotel does not fall in the Reasonably Priced' category.",16-Jul-17,4
The Hyatt was clean and very nice room. We were taken care ofd very well by the staff from checkin to checkout. The food was expensive but so is all of San Francisco. Overall great experience-the location is great in the heart of the city. .,15-Jul-17,5
"Great location! This hotel is right in the center of Union Square. Staff is super helpful. Rooms were spotless, room service was excellent, and views from room were perfect. Our driver, Ceasar, was amazing!",14-Jul-17,5
My wife and I recently stayed in a single king room. This is our second stay at this location. We were at the tail end of our California vacation with our family (SF/Tahoe) and I elected to get a room at Hyatt rather than impose on our son for accommodations at his apartment. Chose Union Square location due to proximity to son and ease of access to SFO the next day. Only looked at Hyatt properties when booking room.,13-Jul-17,5
"We stayed at the Grand Hyatt Union Square for 5 days for vacation while in San Francisco from Florida. This was our first visit to San Francisco and we were welcomed to the hotel like old friends. The doormen were so friendly and very accommodating in helping us get our luggage inside out of the cold and wind. Check in was very smooth- our flight arrived early and we were able to check in 4 hours early with no problem. The room was very spacious and comfortable. We had three people in our party and had 2 adjoining rooms. Ask for a higher floor to hear less of the noise from the street. We were on the 8th floor and didn't find the noise to be bothersome though. We did have two occasions to dine in the One Up Restaurant and it was superior! The food was great and the service was excellent. The staff was very friendly and really set themselves apart. We could also see that the staff worked well together as a team and that was nice to see. We did have some interaction with concierge named Anne and she helped us book a fantastic city tour, tour to Muir Woods, gave us restaurant recommendations, and booked our airport shuttle. She was extremely friendly and helpful. The hotel has a wonderful resource in her. I should add that we were also able to use Uber very easily for pick ups and drop offs at the hotel. I would absolutely not hesitate to recommend this hotel to anyone. If you stay here, you will be very pleased!",13-Jul-17,5
Great hotel with a great location and view! I got a room Union Square face and I did not regret!5 - Room.4- Management.5 - Cleaning4 - Wifi5 - Location4 - Bathroom5 - ConciergeDo recommend this hotel when going to San Francisco. Great bar and Concierge!,12-Jul-17,5
"Condition of bathroom is bad and not clean at all. When I took a shower, the water didn't drain well so I need call the service. However the location is great and convenient to walk around the union square and go to shopping. ",12-Jul-17,3
"Lovely, helpful staff, concierge always helpful. Clean rooms, great location.Drinks expensive but you expect that in hotels, little cafe at back door very reasonabley pricedWould definitely recommend",12-Jul-17,5
"The hotel was nice, room was wonderful. However the gym was tiny and could not accommodate the number of guests at the hotel. At 8am on Saturday and Sunday, every single treadmill or other equipment was occupied, as was all available floor space. Really left no workout option, which was a huge disappointment for a nice business hotel.",12-Jul-17,3
"Great Location very close to China Town, Union Square, Market St most things are walking distance and Bell Staff were great when needing transport. In comparison to other Hyatts I have stayed in the service and staff friendliness was average. on a positive note we were able to access our room on arrival which was great as we had a 14 hour flight from Australia and were able to shower and change our clothes, this was a big plus. The rooms were clean and coffee machine is provided, we are tea drinkers and on request you can have a kettle and tea provided, the tea wasnt restocked daily and we purchased our own coffee and milk.",12-Jul-17,3
"This is our second time staying at the Grand Hyatt Union Square. The hotel is perfectly positioned, with a Union Square basically on your door step. A room with Union Square view is a must. The rooms were large, very clean with great amenities. The service was faultless. Close to restaurants, shops, cafes the trolley and tour buses. Highly recommend this hotel.",11-Jul-17,5
"My wife and I were offered an upgraded room at the reduced rate. We had two rooms at the hotel because my son was also attending. We accepted the offer but was charged the full room rate which I discovered reviewing my travel credit card charges. The hotel refused to honor the discount request and we were moved back to original reservation. My error was not asking to ""sign off"" on roommate before verbal acceptance. We expected hotel to honor discount offered by staff,",11-Jul-17,1
"Hotel staff were great and the location is perfect!!!!! Great views, nice fitness center. Surprisingly parking is available across the street in a well maintained garage for a $36 daily rate which is not bad at all.",10-Jul-17,5
"Good central location, fairly quite street noice. Staff was very friendly and accommodating. This was our second trip to the Grand Hyatt downtown and we will definitely return. Only downside to our stay, hallway noice was a little loud with children running up and down. ",10-Jul-17,4
Updated hotel with an even better location! Close enough to walk to AT&T park for a Giants game! Literally steps to Union Square and shops! The staff was also super friendly!! I will definitely stay here again!!!,10-Jul-17,5
"I am kind of new to Hyatt, and I really like this one. Got a good rate for a work trip, even in a run of house room everything was well appointed. I appreciate very much the Hyatt brand touch to leave that card in your room specifying what they have and can send up. It's at the point now where all you really need is to pack clothes and they'll take care of the rest. I loved the bar on the mezzanine level - make sure you're there when Boa is working, he is an absolute doll. Minus one star really only because some of the furnishings in the rooms look well loved, but really other than that it's a top spot. And less than a block from Boba Guys is always alright in my book. The CVS across the street is a little sketch, but you know what folks... it's SF. You have to manage the sketchy parts of the city basically anywhere you go.",10-Jul-17,4
"This is a great location and within walking distance to a lot of sight seeing sites. It is a huge hotel. The rooms are large. We had two double beds and four of us (2 adults and 2 kids) were very comfortable.You should go to the 43rd floor and enjoy a cocktail and the view.I was disappointment when I found out that they offered me a room with a view and failed to mention that there was an extra charge with it. At the check out they were very understanding and removed the extra charge. Also, the cleaning crew didn't do a good job vacuuming or clean my room. I was there for 5 nights.",10-Jul-17,4
Location was great and staff was helpful. perhaps it was the part of the hotel I was in but you can hear everything from guests next door and you can constantly hear the elevators going up and down. the bath tub was noisy as if the part of the floor was broken.,10-Jul-17,4
"We chose the GRAND HYATT SAN FRANCISCO, 1st because of the brand assurance, 2nd because of its location. just steps away from UNION SQUARE, and the heart of the city, you can't ask for more, everything is literally walking distance.Check-in was quick, the family room was a bit tiny, but well you can't have everything. The hotel staff is super cooperative, & are more than willing to help out with directions etc.,For a tourist in the city, GRAND HYATT is perfect! would definitely recommend it!",9-Jul-17,3
"I stayed st this hotel for 2 nights with a colleague of mine (I made the reservations for the both of us) and once she entered her room she sent me a message saying ValÃ©rie well done this hotel is amazing and the room are spacious!I loved this hotel very close to Union- Square and very closed distance form ChinaTown Gates.The room are spacious and I even have a vanity corner in mine.OneUP restaurant is very good we just went for breakfast! You won't be disappointed! Top- notched place HÃ´tel trÃ¨s bien placÃ© prÃ¨s de Union Square, Le personnel est sympa, Le restaure OneUP pour le petit dÃ©jeuner est top!Le Quartier Chinois est Ã  moins de 7min Ã  pieds.L'hÃ´tel est trÃ¨s classe @valerie.travelprints",8-Jul-17,5
"The Grand Hyatt is centrally located in San Francisco, right on Union Square. When visiting, we either walk or take the Muni. Muni stops are less than a block away, for a quick ride to North Beach, shopping on Union Street or Filmore Street, or to the SFMOMA. Take stroll down to Market Street to catch the trolley to the Ferry Building or to Fisherman's Wharf. Or just stay around the hotel for great shopping.",8-Jul-17,5
"We loved our stay. The checkin was quick, but they said they would text me when my room was ready but they never did. The room itself was gorgeous. Lots of pillows and towels. Lots of places for luggage. The city view was spectacular. The blinds were automatic which was neat. I have nothing too negative to say. The bell hop was the oldest Hyatt employee and he was so funny and charming. Loved him. Don't know why we cant go to the 36th floor, that was disappointing since we thought drinks and a view would be nice. The location itself was perfect. We Ubered everywhere which worked out great. We enjoyed our stay. ",7-Jul-17,5
"Enjoyed 3 nights on the concierge level, floor 32. I was extremely surprised at the extent and quality of food and beverage offering in the club. It was much more than a continental breakfast, there were eggs, sausage, bacon, etc. The evening offerings were just as good, with nice a nice selection and honor bar.. Room was extremely clean, housekeeping did a very nice job. Definitely would stay here again. Oh- and the front desk was won wonderfully helpful and charming!",7-Jul-17,5
"Loved my stay at the Grand Hyatt Union Square. It was a great location could walk to everything. Very friendly staff and great accommodations. The room was very nice, clean and Loved the bathroom and shower as well as the very comfortable bed. Highly recommend to everyone who likes an excellent hotel in a perfect location. won't disappoint. Satisfied guest, Jo Tuzzolino",7-Jul-17,5
"This is a somewhat dated property with some nice modern touches and an excellent location. A lot of the 4 star hotels in SF would not be 4 star hotels elsewhere (see my other review), but I would say the Grand Hyatt is appropriately rated at 4 stars. Overall good experience. Here is what I liked and didn't like...Pros:-friendly, helpful, accommodating, wonderful staff (reception, housekeeping, etc.)-very good location, easy to get in and out of hotel-although guest rooms are a bit dated and on the small side, hotel has added modern touches such as motorized window shades, USB ports, frosted glass doors, etc.-comfortable bed and linens (king bed with 6 pillows)-updated, modern, welcoming lobby (which is set up ""living room-style"" like Andaz hotels instead of traditional big front desk)-ice machines and water coolers on each floor-room service from 6am to midnight (see additional comments below)-check-out time is noon (many hotels are 11am) and they had no problem giving me a late checkout. like I said, very nice, helpful staff and this goes a long way-CVS right across the street is very convenient-Safe location (which is not something that can be said about quite a few SF hotels)Cons:-as mentioned above, guest rooms are a bit dated and selection of artwork is odd-room service menu is limited and somewhat bland menu so i decided to call the restaurant directly to see if there were other choices. There were, and some good ones, and the prices were much less than on the room service menu. You just have to order on the phone and go pick it up on the second floor. I can understand the hotel charging more for room service items OR charging a delivery fee but not both, and why limit the menu to just a few items?-Like so many Hyatts, access to the balconies has been closed off, which means you cannot get any outside air in the room.-Insulation between rooms is not great, mainly because of door to adjoining room. Given how few guests probably request adjoining rooms, the hotel should consider eliminating some of these doorsOverall I think this hotel is a great choice in SF.",6-Jul-17,4
We stayed at this property during the long weekend. We had a lovely suite with great views of the city. The hotel is very clean and rooms are spacious. The bathroom was big. The lounge at the hotel had great selection for breakfast and evening hor'dorvors. The quality and variety of food is very good. They also had a good selection of wine and cheese every evening. We loved our stay at the hotel. The location is perfect ,5-Jul-17,5
"We thoroughly enjoyed our stay in this hotel. The people on the club level are very helpful. Good food and best three dollar glass of wine on the west coast. Sufficient proteins for two meals a day. The rooms are updated and clean. Comfortable beds. Sadly, the sidewalks of San Francisco have become an open sewer, with human feces smeared around and the pungent smell of urine everywhere. The Hyatt maintains the area in front of their building quite well, but the rest of the city needs a good power washing once a week.",5-Jul-17,5
"Decent location and comfy bed but not worthy of the Hyatt name or price tag. In room bathroom is not at all private. It is a sliding frosted glass door that is directly across from the entry door to the room. It doesn't close all the way, does not lock, and there is no fan to drown out personal noise. The in room fridge is behind a cabinet door which prevents the fridge from closing completely, which we didn't figure out until after our food spoiled. I also had a major issue with gift cards that is still not rectified. While it is not the fault of this location, I felt they could do SOMETHING to recognize the issue and attempt to rectify it. But.... nothing was even acknowledged.",5-Jul-17,2
"I stayed at the Grand Hyatt SF in Union Square for one night. It's a very nice property that is centrally-located and within walking distance to many attractions in SF. I was provided a room on the 31st floor with southern views of SF looking out across Union Square. It was a very nice room with contemporary furnishings (see pics). As it seems with most Grand Hyatt's though, it's a very busy hotel. However, being only 1/2-block from Union Square, this is not unexpected. The Regency Club is located on the 32nd floor and serves a very nice, fully-inclusive breakfast. ",4-Jul-17,4
"The Grand Hyatt at Union Square - located in the heart of shops and restaurants and so much more. Rooms are comfortable and views from all sides of the hotel are good. We overlooked Union Square and enjoyed people watching and checked to see if any activities were taking place. The room shades block most of the sunlight and I do love the fact you can control the shades and lights from your bed. I am always amazed at how the personnel at the Grand Hyatt at Union Square are always polite, attentive and knowledgeable. We enjoyed access to the Club Room - Judy, Warren, Jimmy, Ben, Anh, David, Jessica and Billy always greeted us by name - they cleared and cleaned the tables, replenished the food and still made time to check on us and see how we were doing. Yes this hotel is near the construction of the new transportation system and yes it can get noisy but after a day of walking, exploring the de Young museum, botanical gardens, taking the cable car, visiting Chinatown and shopping - you return exhausted and sleep oblivious to the night sounds of San Francisco. ",4-Jul-17,5
"We always have a wonderful stay at this property. Love the location adjacent to Union Square and Chinatown. Not a long walk to many of the SF sites. The staff is very friendly and helpful, and our breakfasts in the hospitality room were always lovely. The room was ""fine"" - nothing spectacular - and our only complaint is that our shower head in the bathroom was positioned so close to the water spigot that you had to stand practically against the metal to wash your whole body. But better than many hotels I've stayed in this summer that only have a rain shower option overhead, which isn't good for me when I don't want to wash my hair!",4-Jul-17,5
"Disappointing stay at the Hyatt. I have stayed at this hotel several times before and this time not so good. I am a Hyatt member which clearly bears no added advantage. Was put on the 3 rd floor where the street noise is quite loud. Bed was squeeky, aircon rattled, no mini bar or water bottles provided. The bath also was weak on the base of the the bath which made you feel like you were going to fall through it. Vanity basin chipped .Requested a paper which never arrived. Not what you expect from a hotel of this kind. The concierge desk offered great service but the check in and check out staff were very underwhelming. Also, always have to wait as they are not efficient. Had a meal at the bar and asked for more bread with my soup. What was delivered was a stale bread roll.I gave feedback at the checkout when I was asked how my stay was. Care factor,very little.Will go to the westin around the corner next time.",3-Jul-17,1
"Best value on Union Square for the quality level that is expected of a Grand Hyatt hotel. We spent the week-end and did not have to use our car until the last day. Park across the street at the Sutter-Stockton garage if you have to park overnight, it is half the price of what the hotel charges for parking. Club level rooms will give you access to the club lounge which has an excellent brunch and light dinner appetizers and wine/beer in the evening, throughout the day there is fruit and cookies and drinks (non-alcoholic) available. No compromise on quality or level of service here!",3-Jul-17,5
Staff is courteous and doormen were always smiling. In fact most people that live here smile a lot! Rooms were good with many towels. Its expensive to park overnight so be aware. Its actually expensive to park in San Francisco! This hotel is near shops and there is a starbucks's right across the street. Taxis were easy to get. We spent a lot of time down on the waterfront.,2-Jul-17,4
"Terrific location, and friendly professional staff, but the room furnishings need some upgrade! And the noise levels are ""high"" both from the Elevator and the streets. They even provide 2 Sets of Ear Plugs in each room! !",1-Jul-17,3
"Wanting to visit this beautiful city before a cruise, we picked the Grand Hyatt because of its location to so many different areas. Very close walk to BART and not that far of a walk to Embarcadero and the piers. ",30-Jun-17,5
"Have stayed at this location several times. Enjoy being able to walk to shopping, restaurants and theater. Great location. This is a great city to visit both historical sites and recreational activities.",30-Jun-17,5
"Grand Hyatt is in an excellent location, everywhere that you want to be is an easy walk from here, the dÃ©cor is very Hyatt beige with touches of dark timber, as you see all over the world, that is ok as it is understated and not too in your face, rooms are big, bathrooms are comfortable, views from most rooms are great, we had a club room on 22nd floor, the club lounge is on the 32nd floor, quite lounge with spectacular views over the city, the club staff are amazing, nothing is a problem for them, I think that this is a great city hotel with excellent service, no negatives from me.",29-Jun-17,4
The staff is generally not very polite and doesn't have not much patience during check-on and when we called front desk for questions. Great location at Union Squrewith walkable distance to China town. Assisted self-parking is in a parking structure across street next to CVS with $35/24 hr with in and out privileges. Breakfast buffet is $32 with omelette and other selections. ,29-Jun-17,3
"We could not have asked for better service. From the attentive door men to the fabulous concierge and front desk, I'm not sure which was better. They were all great and would highly recommend staying here. Our room was comfortable and well stocked. The beds and pillows were comfy. The bathroom was modern and had plenty of light. This was our first trip to the city and would stay here again. Great location. Give the Grand Hyatt a try when in SAN Francisco. ",29-Jun-17,5
"The location is absolutely awesome. The room is ok with good bed, sheets and pillows. But bath has curtains instead of glass doors. In a hotel like this, I really was expecting a better finishing. The hotel service lacked attention to me. I have received a package from Amazon, and the hotel did not call me to say the package has arrived. I almost forgot it there. The restaurant is ok, nothing more.",28-Jun-17,3
The Hotel is in a very good location to restaurants bars etc the view from the high rooms are fabulous we had a room on the 18th Floor looking over San Francisco Bay the Hotel is very well organised our room was maintained to a high standard in addition you are fairly close to all attractions that you would want to see in San Francisco either walking bike riding or cable car would definitely stay here if we ever returned just remember bring a good pair of trainers for walking you need them as there are many very very steep hills ,27-Jun-17,5
"This is a great hotel. The decor is fantastic and the rooms are really nice. The bathrooms are well laid out and modern. Nice sheets, pillows and towels. Breakfast was a little bit cramped as only one side operating when we visited but the selection was good. Definitely stay here again. ",26-Jun-17,5
"The Grand Hyatt San Francisco was well located with shopping, parks, and restaurants nearby. Staff was very responsive in correcting a problem with our room early on in our trip and checked back several times.",26-Jun-17,5
Hands down the best hotel I have stayed at. From the staff to the food to the quality to the views. Don't waste your time elsewhere and go to the grand hyatt. It is so centeral to every other part of the city that you will find that you can do more simply because they make it easier. I will be going back.,26-Jun-17,5
"clean/nice rooms but registration and needs a actual line set up. location was in the city but very noisy, view was of a dirty rooftop. did not have time to eat or enjoy any other amenities. I would stay there again if needed.",26-Jun-17,4
"This hotel was quite nice. I was in a Grand Club room and it was quite comfortable. The Club room allows access to the Grand Club Lounge, where they have breakfast (which was excellent, by the way), appetizers with honor bar, and then is open later for dessert too. Access to the lounge comes with this level of room, and the food is complementary. Honor bar drinks are probably lowest cost in the city - glass of wine $3 and mixed drinks $4. The night that we came for ""appetizers"" they had fried chicken, mac and cheese, slaw, among other veggies and dips, etc. The food was amazing and we didn't even need dinner that night, it was delicious. The food at the Hotel bar is also excellent. Staff here is great. We spoke with the manager on duty (Steven Reyes) about an issue we had and he was super nice and solved everything for us. He was extremely respectful and the nicest hotel manager I've ever encountered. I would definitely go back to this hotel, and would stay in a Club Room again just for the access to the Club Lounge - best in SF.",25-Jun-17,5
"Actually, this was my first experience at a Hyatt anywhere for number of years. My experience is what I expected â€“ overall excellent. While the overall architecture and the rooms are very modern, the service and professionalism of the staff is what you would expect from an old world hotel. ",25-Jun-17,5
"Most companies, banks etc are removing computers in welcome areas or hiding them, not this hotel! The first thing that strikes you is the bank of the large apple computers and staff literally hidden behind them....unfortunately our clerk didnt have an enthusiasm to overcome it!Hotel is ok, really convenient for union sq, next to Apple ..... maybe that's where the computers came from! Room is standard fare but no mini bar? An empty fridge, coffee machine in a drawer, and no milk? Gym has a good view but small, the stretching mats are actually in the lift lobby there wasn't enough room in the weights area to for two of us one had to wait. It's ok, convenient and just a bit predictable. No one when we arrived or left seemed bothered that we there. Never mind, there's plenty of choice in SF!",24-Jun-17,3
"The Grand Hyatt is a luxury hotel. The rooms are large and well appointed, the staff friendly and the location is excellent. Having stayed in a number of different hotels in San Francisco over the years, I can say without reservation that the Grand Hyatt is one of the best places in the city.",23-Jun-17,5
"It was a pleasant surprise the quality of the service offered by this hotel, everything was perfect! I usually stay at Hyatt hotels, but this one surpasses my expectations, with a high standard service.The place the hotel is located is amazing, our bedroom was located on a high floor and the view was simply breathtaking.The breakfast was incredible and the service was outstanding. All the attendants there were always ready to help us with a smile on their faces.The concierge Elaine was very helpful and promptly give us instructions on how to get to Fisherman wharf, walking through Chinatown and little Italy, which I never thought I could do, but it was a delightful experience, fulfilled with new discoveries. The price was fair and really worth the value.We really had a great time, and certainly Grand Hyatt Union Square will be our choice on our next trip to San Francisco.",22-Jun-17,5
"I booked this hotel by mistake, meant to book the Hyatt Regency! Overall it was an average stay, whilst the room was clean & comfortable, it didn't have the usual amenities I was used to (like the basic toiletries, mini bar, etc). No breakfast buffet so had to order room service which was so overpriced. Staff were not overly friendly, my check-in seemed very abrupt & rushed. But the hotel is in a good location right by Union Square.",21-Jun-17,3
"I had not been to this hotel in five years, so it was a pleasant surprise, to see they remodeled it. The rooms were ample, with good beds and pleasant views.The bathrooms although remodeled, are small but sufficient for couples or singles.",21-Jun-17,5
"The Grand Hyatt is a solid hotel in an excellent location near Union Square. My room was pretty ordinary, and had an odd dearth of outlets-I had to charge two devices in the bathroom. Apart from that, the smallish room was clean and fine.Service was good, and the hotel restaurant offers a good, though pricey, breakfast.",21-Jun-17,3
"It's likely that if I had paid the $350/night for four nights in cash instead of credit card points that I might have given the hotel only three dots instead of four. I guess being a little richer leaves me in an equitable mood. Don't get me wrong; it's a very nice hotel. Doormen, fancy restaurant/bar, spacious lounge area, concierge. It gives quite a fine impression. The room was clean and smelled good. I like the modern styling. But it's not very big. There are no dresser drawers besides three very small ones in the closet (I don't like living out of a suitcase for four days). The large blind that covers the sliding glass doors at night was a mystery until we found an unlabeled controller button halfway across the room next to the bed. Convenient, but we just got lucky figuring it out. The sink is needlessly weird and high. The tub was fiberglass/plastic (!) and had spots that pushed down a little when I stepped on them making an audible pop. The surface-mounted sliding bathroom door didn't fit tightly, allowing light and (ahem) noises out. These are all very, very minor issues. It's still a very nice hotel. Most other hotels with these piddly complaints would get five dots from me. But not any that charge $350/night or more. I'm sorry but even in San Francisco if I'm paying that much, I better be blown completely away. That room should be perfect in every possible way. Chocolates on the bed. Complimentary wine in the fridge. Maybe discounts on local attractions. I don't know - surprise me. That's what $350/night hotels do.",20-Jun-17,4
"The Grand Hyatt San Francisco was all that I wanted it to be and more. The staff were friendly, efficient, and hospitable. The room was beautiful - as was the view - and the slippers and robe in the closet were comfortable and luxurious. The Grand Lounge provided delicious breakfast and evening hors d'oeuvres with great service and a comfortable environment. Can't wait to go back!",20-Jun-17,5
"Location! Fabulous Beds, staff, breakfast. You can open a window (door) even on 27th floor! Our favorite hotel for SF visits, after trying a lot of others. Great views, easy to get everywhere with Bart, Muni, cable car, walking.",20-Jun-17,5
